profile_name,stake_year_setup,stake_number,day_start,month_start,year_start,x_lambert2e_start,y_lambert2e_start,altitude_start,day_end,month_end,year_end,x_lambert2e_end,y_lambert2e_end,altitude_end,annual_speed
Talefre,2007,1,5,9,2007,961232.0,112217.0,2790.0,10,9,2008,961260.3,112212.1,2764.09,28.33
Talefre,2007,2,5,9,2007,960855.0,112158.0,2781.0,10,9,2008,960895.12,112170.31,2747.18,41.4
Talefre,2007,3,5,9,2007,960480.0,112036.0,2741.0,10,9,2008,960501.58,112040.17,2706.55,21.68
Talefre,2007,4,5,9,2007,960088.0,111924.0,2673.0,10,9,2008,960113.34,111920.55,2638.13,25.23
Talefre,2007,5,5,9,2007,959765.0,111617.0,2655.0,10,9,2008,959779.9,111625.54,2603.99,16.94
