profile_name,stake_year_setup,stake_number,day_start,month_start,year_start,day_end,month_end,year_end,x_lambert2e,y_lambert2e,altitude,annual_smb
acum,2005,5,9,9,2004,30,8,2005,956070.0,106430.0,2930.0,0.36
acum,2005,9,9,9,2004,30,8,2005,954356.0,106064.0,3220.0,0.64
acum,2005,10,9,9,2004,30,8,2005,954792.0,105625.0,3130.0,0.5
