date,sw_irrad,lw_irrad,humidity,temperature,wind_speed
2007-01-01,12.94,293.2,94.5,-3.399,6.945
2007-01-02,19.44,269.7,91.3,-10.45,7.53
2007-01-03,52.12,261.9,93.1,-7.03,2.352
2007-01-04,27.38,291.1,95.2,-3.753,5.173
2007-01-05,42.25,240.4,60.82,-3.041,2.526
2007-01-06,53.01,235.2,64.71,-1.698,3.194
2007-01-07,41.88,281.1,86.6,-2.641,3.713
2007-01-08,33.24,286.7,84.2,-3.294,4.914
2007-01-09,29.78,300.7,82.9,2.447,3.322
2007-01-10,41.01,263.8,57.69,3.358,5.59
2007-01-11,59.26,253.4,59.94,-1.128,4.647
2007-01-12,29.6,269.9,71.9,-0.002,4.404
2007-01-13,64.45,217.9,17.12,5.762,3.917
2007-01-14,66.8,211.5,24.88,1.32,3.493
2007-01-15,67.15,224.2,16.13,2.492,3.2
2007-01-16,56.39,245.3,50.3,-1.087,2.632
2007-01-17,55.72,266.0,80.1,-3.566,2.978
2007-01-18,23.61,304.9,93.2,-1.461,6.287
2007-01-19,51.71,287.1,83.7,1.104,6.991
2007-01-20,84.0,248.8,53.74,2.794,3.99
2007-01-21,47.71,261.0,68.49,-3.734,3.555
2007-01-22,56.03,266.0,40.89,-3.657,3.457
2007-01-23,34.23,277.7,81.6,-5.738,3.665
2007-01-24,68.15,247.7,86.1,-16.44,1.652
2007-01-25,118.9,214.0,68.07,-14.72,1.841
2007-01-26,111.1,187.4,63.46,-13.75,2.411
2007-01-27,113.8,182.3,59.0,-9.26,2.182
2007-01-28,119.2,184.1,26.0,-3.171,2.766
2007-01-29,106.9,194.1,21.34,-1.481,2.445
2007-01-30,119.9,196.3,22.55,-0.844,2.76
2007-01-31,122.4,195.4,24.79,-1.26,3.017
2007-02-01,118.8,216.5,37.62,0.749,2.015
2007-02-02,121.4,215.5,45.54,0.038,2.466
2007-02-03,117.7,202.9,32.6,0.834,2.235
2007-02-04,129.8,196.4,21.18,0.914,2.61
2007-02-05,119.4,204.1,37.05,-2.334,3.634
2007-02-06,51.91,271.9,84.9,-6.983,3.443
2007-02-07,59.59,256.9,75.4,-6.879,4.517
2007-02-08,32.63,271.9,80.0,-5.095,6.146
2007-02-09,135.4,189.0,36.48,-4.524,3.853
2007-02-10,51.6,251.1,72.3,-6.063,4.113
2007-02-11,58.79,260.0,80.1,-5.294,5.331
2007-02-12,30.64,292.2,92.9,-4.584,6.136
2007-02-13,94.2,248.6,81.7,-7.57,5.004
2007-02-14,54.86,292.9,72.5,-1.098,5.881
2007-02-15,162.9,213.9,39.65,-1.03,5.011
2007-02-16,164.9,197.9,14.35,2.524,3.453
2007-02-17,111.8,244.0,20.83,2.531,3.033
2007-02-18,68.76,276.6,71.1,-3.793,1.839
2007-02-19,163.0,218.3,57.58,-3.637,2.767
2007-02-20,174.0,185.3,28.18,-2.77,2.448
2007-02-21,161.3,209.9,48.45,-4.026,2.853
2007-02-22,162.0,238.3,71.5,-3.98,2.576
2007-02-23,151.0,229.1,66.22,-4.278,2.546
2007-02-24,60.3,273.4,66.22,-4.566,5.259
2007-02-25,49.74,282.3,89.2,-5.943,5.953
2007-02-26,66.4,278.1,92.9,-7.91,4.309
2007-02-27,89.6,268.5,86.7,-4.852,3.685
2007-02-28,72.9,290.3,90.5,-3.142,5.094
2007-03-01,48.56,287.1,88.2,-3.924,6.269
2007-03-02,77.4,295.8,96.1,-3.511,6.718
2007-03-03,58.68,285.2,96.7,-2.94,6.631
2007-03-04,179.6,217.2,41.6,0.758,3.174
2007-03-05,99.8,246.5,60.72,-1.264,4.181
2007-03-06,158.3,229.3,48.01,-1.684,2.64
2007-03-07,165.8,254.8,84.3,-4.635,3.16
2007-03-08,134.2,275.4,89.9,-5.117,1.622
2007-03-09,167.6,224.4,59.08,-5.105,2.082
2007-03-10,214.8,215.0,57.14,-5.824,5.676
2007-03-11,224.0,206.0,37.5,-0.644,8.06
2007-03-12,220.7,202.7,44.09,-1.211,2.567
2007-03-13,218.7,206.6,37.45,-0.824,2.508
2007-03-14,226.4,207.6,28.64,0.357,2.855
2007-03-15,224.6,211.8,40.67,0.349,3.074
2007-03-16,222.2,207.7,48.87,-0.756,2.579
2007-03-17,204.3,220.6,49.64,-0.634,1.879
2007-03-18,217.1,252.2,71.5,-0.975,4.484
2007-03-19,136.9,259.8,89.9,-11.15,4.087
2007-03-20,121.2,260.8,88.6,-13.14,2.205
2007-03-21,162.6,190.7,76.8,-13.62,2.614
2007-03-22,178.8,221.5,70.9,-13.43,1.782
2007-03-23,125.2,266.4,85.5,-11.54,1.646
2007-03-24,187.9,223.4,82.6,-11.78,1.514
2007-03-25,152.3,242.4,63.8,-6.386,4.459
2007-03-26,227.6,246.4,65.72,-3.921,6.204
2007-03-27,246.2,222.5,70.7,-5.401,2.264
2007-03-28,251.8,201.2,57.84,-5.635,2.773
2007-03-29,240.0,242.9,72.9,-5.45,2.373
2007-03-30,205.6,240.8,78.7,-7.05,2.591
2007-03-31,240.3,211.4,68.11,-5.793,1.877
2007-04-01,186.6,231.5,64.11,-3.605,1.769
2007-04-02,220.1,240.1,54.59,-0.444,2.867
2007-04-03,184.3,283.4,83.7,-2.432,1.423
2007-04-04,178.1,261.0,92.8,-5.234,1.959
2007-04-05,283.8,203.6,59.22,-1.971,2.099
2007-04-06,281.1,213.7,48.26,0.553,1.893
2007-04-07,270.3,234.3,54.11,1.152,1.872
2007-04-08,255.3,243.8,71.6,-0.125,2.114
2007-04-09,289.4,227.5,65.99,-0.277,2.337
2007-04-10,293.7,213.8,51.42,0.732,2.834
2007-04-11,295.1,215.4,39.44,2.844,2.469
2007-04-12,247.8,243.6,46.38,3.148,6.07
2007-04-13,222.5,270.0,61.01,3.085,5.816
2007-04-14,318.2,242.3,47.14,3.901,6.577
2007-04-15,300.6,228.2,41.32,4.848,3.03
2007-04-16,281.3,237.4,42.6,5.51,2.692
2007-04-17,276.8,245.0,57.46,4.084,2.392
2007-04-18,226.0,252.5,61.8,2.977,2.172
2007-04-19,287.1,238.7,52.37,3.689,2.164
2007-04-20,302.1,233.2,53.77,3.584,2.419
2007-04-21,262.9,252.4,62.17,3.937,2.53
2007-04-22,305.7,238.8,52.94,4.464,2.335
2007-04-23,288.6,251.0,56.2,4.66,2.558
2007-04-24,312.6,243.8,52.99,5.068,3.063
2007-04-25,276.7,281.1,59.63,6.141,2.336
2007-04-26,191.9,294.4,77.6,4.51,1.955
2007-04-27,264.0,290.8,82.2,2.782,1.255
2007-04-28,328.7,250.7,69.68,3.301,1.317
2007-04-29,295.2,252.8,73.0,3.7,1.653
2007-04-30,292.1,257.2,70.4,2.591,2.297
2007-05-01,237.7,281.8,80.7,2.442,2.09
2007-05-02,239.8,289.0,89.8,-0.805,2.54
2007-05-03,270.7,271.7,85.9,-0.921,1.207
2007-05-04,125.8,293.4,89.5,-0.952,1.16
2007-05-05,134.1,312.0,96.5,-1.338,1.001
2007-05-06,151.9,297.4,89.9,-0.917,1.794
2007-05-07,211.7,287.2,67.58,1.165,2.445
2007-05-08,141.4,314.2,93.5,1.327,4.167
2007-05-09,346.6,262.0,76.5,2.956,3.273
2007-05-10,350.7,230.1,30.75,5.399,3.07
2007-05-11,138.8,311.4,76.0,3.915,5.714
2007-05-12,223.8,277.5,70.0,3.234,3.597
2007-05-13,220.9,264.7,41.17,7.21,3.047
2007-05-14,78.9,295.4,87.8,1.327,3.621
2007-05-15,242.9,267.2,91.7,-4.312,3.162
2007-05-16,178.3,265.7,77.2,-3.009,3.422
2007-05-17,93.9,314.6,96.5,0.304,4.589
2007-05-18,344.0,251.7,52.85,4.678,1.78
2007-05-19,336.3,238.4,36.42,6.836,3.125
2007-05-20,278.2,293.5,64.48,7.19,2.411
2007-05-21,226.6,299.5,66.7,7.91,2.208
2007-05-22,352.9,269.9,61.98,8.75,2.203
2007-05-23,309.4,264.5,44.17,8.57,2.855
2007-05-24,318.5,285.4,53.08,8.26,3.938
2007-05-25,259.9,305.8,57.79,8.76,3.533
2007-05-26,122.9,290.8,76.8,4.868,2.386
2007-05-27,155.2,324.2,94.8,1.517,2.522
2007-05-28,119.8,294.6,94.1,-4.293,0.0
2007-05-29,234.2,281.0,94.8,-4.643,1.804
2007-05-30,361.0,233.7,39.94,1.186,2.338
2007-05-31,223.3,302.4,82.1,1.743,2.209
2007-06-01,135.5,309.2,95.4,-1.529,1.64
2007-06-02,202.5,301.4,96.8,0.364,1.597
2007-06-03,306.7,271.6,82.9,4.173,1.347
2007-06-04,253.0,278.2,72.1,5.631,2.185
2007-06-05,272.2,299.7,77.7,6.079,1.959
2007-06-06,306.0,298.8,82.8,6.357,1.272
2007-06-07,276.5,314.2,86.4,6.057,1.838
2007-06-08,253.0,310.5,78.0,6.907,2.269
2007-06-09,282.0,285.7,75.4,8.06,2.389
2007-06-10,268.4,304.7,68.19,7.78,3.034
2007-06-11,161.1,323.7,82.9,5.964,2.398
2007-06-12,280.3,315.4,85.8,6.002,1.965
2007-06-13,240.4,301.8,75.4,7.3,2.625
2007-06-14,236.1,304.6,61.12,8.39,3.451
2007-06-15,117.6,320.3,87.8,3.707,3.807
2007-06-16,267.5,282.1,75.5,3.536,3.435
2007-06-17,238.9,294.0,64.41,6.653,3.522
2007-06-18,234.0,303.7,77.9,7.7,3.83
2007-06-19,332.2,277.7,49.29,11.3,3.933
2007-06-20,261.4,299.4,69.78,10.04,3.152
2007-06-21,152.4,323.2,86.9,7.1,2.948
2007-06-22,90.5,313.7,89.0,3.682,4.191
2007-06-23,258.5,284.9,84.1,3.55,3.014
2007-06-24,287.6,288.0,54.46,8.31,4.876
2007-06-25,96.7,325.5,85.4,5.858,5.583
2007-06-26,146.3,303.2,93.9,-0.514,3.999
2007-06-27,156.5,308.5,97.5,-1.198,3.527
2007-06-28,317.4,247.1,76.6,2.389,2.555
2007-06-29,324.3,267.5,51.52,6.134,3.85
2007-06-30,282.7,277.3,66.39,8.03,2.825
2007-07-01,235.5,305.3,60.03,9.72,4.082
2007-07-02,110.1,317.0,87.9,3.54,4.406
2007-07-03,66.7,313.0,75.0,4.844,5.781
2007-07-04,108.9,306.1,96.4,-1.219,4.331
2007-07-05,149.8,309.4,91.8,-0.129,3.328
2007-07-06,151.5,322.0,83.2,5.802,3.644
2007-07-07,368.2,267.1,60.73,8.64,2.765
2007-07-08,67.88,323.9,75.3,8.42,4.224
2007-07-09,51.94,317.5,93.4,2.141,4.321
2007-07-10,154.3,300.8,96.7,-2.263,3.416
2007-07-11,138.3,305.3,96.4,-0.295,2.96
2007-07-12,317.2,250.5,75.8,3.812,1.91
2007-07-13,351.4,265.7,48.0,10.26,3.085
2007-07-14,350.7,273.5,47.91,12.22,3.702
2007-07-15,351.6,269.8,48.69,12.58,3.409
2007-07-16,333.6,270.4,45.63,11.98,3.816
2007-07-17,270.3,299.4,59.5,11.05,3.133
2007-07-18,256.2,316.8,69.63,11.05,3.194
2007-07-19,252.3,315.3,67.83,11.38,3.155
2007-07-20,178.6,293.3,70.7,9.78,2.94
2007-07-21,136.8,312.9,91.4,6.898,2.752
2007-07-22,217.8,297.8,78.6,5.567,3.866
2007-07-23,101.0,307.8,64.59,7.67,3.785
2007-07-24,110.5,315.5,83.8,3.554,4.568
2007-07-25,323.9,250.0,68.4,6.379,2.172
2007-07-26,315.8,273.7,54.09,10.3,3.385
2007-07-27,291.1,291.0,71.0,9.9,3.735
2007-07-28,187.2,310.5,83.0,8.17,3.016
2007-07-29,200.6,301.8,81.5,7.04,3.077
2007-07-30,294.4,302.8,90.4,4.458,3.684
2007-07-31,335.0,238.9,54.86,6.33,1.965
2007-08-01,323.0,264.3,33.6,12.06,3.305
2007-08-02,98.2,326.7,72.5,8.22,5.256
2007-08-03,223.3,306.3,87.6,4.418,1.624
2007-08-04,325.8,259.5,51.51,9.9,1.809
2007-08-05,320.2,267.1,46.19,12.02,3.627
2007-08-06,270.6,293.0,57.96,11.14,3.207
2007-08-07,97.6,338.7,86.7,7.26,2.802
2007-08-08,67.3,326.2,96.4,2.552,1.763
2007-08-09,31.96,312.6,97.7,-0.501,1.563
2007-08-10,155.6,305.4,90.0,1.561,1.225
2007-08-11,252.2,268.9,72.7,6.854,2.063
2007-08-12,223.9,286.5,74.1,7.9,2.959
2007-08-13,204.4,308.9,78.2,7.99,3.316
2007-08-14,224.6,307.2,73.1,8.7,2.995
2007-08-15,248.1,318.9,74.1,10.82,3.7
2007-08-16,57.63,334.0,92.5,6.219,3.7
2007-08-17,121.2,296.9,91.4,3.168,1.396
2007-08-18,236.3,275.6,66.02,6.554,2.351
2007-08-19,157.6,300.2,76.1,5.97,3.623
2007-08-20,75.6,315.4,94.9,1.556,2.654
2007-08-21,59.07,314.8,93.9,0.701,1.735
2007-08-22,212.1,302.3,87.8,1.991,2.038
2007-08-23,236.3,277.9,83.9,3.792,2.176
2007-08-24,260.2,266.0,74.0,6.481,1.875
2007-08-25,278.0,273.1,58.35,10.26,3.349
2007-08-26,166.0,309.2,52.69,13.3,2.821
2007-08-27,278.8,304.4,58.14,13.34,3.735
2007-08-28,72.9,323.0,55.98,12.44,3.904
2007-08-29,38.58,337.4,74.6,8.73,5.495
2007-08-30,100.5,332.1,89.8,5.009,1.873
2007-08-31,230.3,307.6,95.3,3.41,1.467
2007-09-01,232.3,265.9,79.7,4.496,1.568
2007-09-02,234.4,260.9,65.14,6.705,2.268
2007-09-03,192.1,277.4,70.2,4.605,3.086
2007-09-04,246.5,255.8,85.5,-0.891,2.33
2007-09-05,268.3,205.0,44.94,-0.111,1.816
2007-09-06,268.9,215.9,38.92,2.135,1.961
2007-09-07,255.5,241.7,56.19,6.178,1.678
2007-09-08,258.0,247.5,48.46,8.02,1.929
2007-09-09,229.1,268.7,71.2,5.677,1.861
2007-09-10,229.5,258.7,66.77,5.496,2.593
2007-09-11,249.8,247.7,69.5,4.268,1.787
2007-09-12,218.1,244.0,50.6,6.289,2.656
2007-09-13,212.3,259.9,63.34,6.74,2.985
2007-09-14,173.7,292.2,78.1,6.743,2.837
2007-09-15,234.6,254.8,57.16,7.32,2.248
2007-09-16,182.1,282.7,69.41,7.91,2.894
2007-09-17,86.8,311.6,75.0,7.04,4.423
2007-09-18,67.07,310.4,94.7,-0.05,4.597
2007-09-19,258.7,230.6,55.17,0.054,2.103
2007-09-20,231.6,234.4,54.33,4.067,2.404
2007-09-21,215.1,247.8,46.16,6.779,3.187
2007-09-22,188.2,252.9,56.86,6.393,3.082
2007-09-23,198.0,293.5,73.2,6.535,2.046
2007-09-24,122.0,291.2,80.6,5.446,3.13
2007-09-25,71.2,316.4,95.9,0.548,3.288
2007-09-26,61.57,302.8,96.6,-3.179,1.621
2007-09-27,123.7,299.2,96.1,-3.745,0.993
2007-09-28,97.6,297.0,95.8,-3.307,3.353
2007-09-29,189.6,248.2,70.5,-0.093,3.458
2007-09-30,131.8,294.5,78.6,5.133,4.545
2007-10-01,182.2,259.0,54.19,7.4,3.403
2007-10-02,144.6,265.5,57.99,8.37,2.757
2007-10-03,146.7,293.1,57.78,8.7,4.03
2007-10-04,54.15,317.0,76.7,8.22,3.775
2007-10-05,94.4,304.7,67.17,9.03,2.631
2007-10-06,104.9,311.9,90.0,5.561,1.691
2007-10-07,193.9,221.8,43.14,5.033,2.173
2007-10-08,173.9,232.6,61.89,3.173,1.638
2007-10-09,153.8,248.4,75.8,1.299,1.71
2007-10-10,105.5,262.9,78.3,0.744,1.926
2007-10-11,183.2,221.8,62.67,2.527,1.899
2007-10-12,135.5,236.1,49.44,3.901,1.545
2007-10-13,177.5,235.9,35.49,6.196,2.156
2007-10-14,170.7,237.1,44.03,5.9,1.545
2007-10-15,170.2,235.1,40.55,6.32,2.709
2007-10-16,167.3,228.6,49.04,3.887,2.468
2007-10-17,111.7,271.3,70.9,2.554,2.472
2007-10-18,134.4,257.3,72.4,-0.617,2.553
2007-10-19,163.9,191.3,27.73,-1.061,1.694
2007-10-20,163.7,178.1,50.92,-6.872,2.273
2007-10-21,141.6,206.5,66.59,-7.16,1.974
2007-10-22,162.3,199.2,63.03,-6.342,1.581
2007-10-23,141.7,217.4,48.91,0.379,2.226
2007-10-24,132.8,232.7,69.02,-1.282,1.386
2007-10-25,94.0,238.2,67.52,-2.109,3.795
2007-10-26,106.9,249.1,64.95,1.188,3.648
2007-10-27,142.6,217.5,43.76,1.219,2.273
2007-10-28,125.1,249.0,38.52,3.024,2.858
2007-10-29,120.2,240.2,51.21,2.435,2.626
2007-10-30,29.56,299.6,95.1,-3.565,1.28
2007-10-31,131.3,249.2,69.6,-0.189,1.119
2007-11-01,128.6,229.7,30.34,5.358,2.321
2007-11-02,125.8,235.7,30.0,6.727,2.421
2007-11-03,125.2,232.7,35.92,6.115,2.856
2007-11-04,118.9,229.7,39.83,4.483,2.278
2007-11-05,116.1,215.6,26.8,2.859,3.86
2007-11-06,109.1,226.5,44.79,-2.4,2.199
2007-11-07,37.19,257.4,47.89,-0.853,1.597
2007-11-08,114.4,225.5,54.28,0.544,2.753
2007-11-09,30.83,268.7,91.3,-9.83,5.285
2007-11-10,20.09,272.9,89.2,-6.516,2.632
2007-11-11,87.1,267.5,89.3,-5.013,3.397
2007-11-12,99.4,228.4,79.7,-8.6,2.557
2007-11-13,51.85,242.9,45.67,-7.52,3.239
2007-11-14,35.15,266.8,91.0,-10.35,4.277
2007-11-15,97.9,212.3,87.0,-15.27,2.089
2007-11-16,105.8,178.0,54.97,-11.21,2.001
2007-11-17,102.2,178.5,29.89,-6.126,2.892
2007-11-18,99.5,191.2,23.47,-3.584,2.954
2007-11-19,67.44,242.0,42.14,-0.16,2.716
2007-11-20,46.26,278.4,58.9,1.77,2.73
2007-11-21,26.51,301.8,68.5,1.032,7.81
2007-11-22,32.61,296.9,82.6,-0.799,3.194
2007-11-23,35.21,302.4,96.2,-2.773,1.186
2007-11-24,33.58,302.1,89.1,-2.652,0.807
2007-11-25,70.0,243.5,57.14,-2.131,2.229
2007-11-26,71.6,212.6,41.92,-2.524,1.857
2007-11-27,66.37,209.7,38.58,-1.26,1.786
2007-11-28,62.59,213.0,36.51,0.706,2.097
2007-11-29,60.02,208.5,50.07,-2.219,2.233
2007-11-30,37.58,239.7,54.47,-1.046,1.903
2007-12-01,47.04,265.5,72.8,-0.941,4.013
2007-12-02,39.62,280.7,75.4,-3.578,5.399
2007-12-03,17.81,280.4,93.3,-7.05,7.75
2007-12-04,31.41,281.3,93.4,-6.273,5.177
2007-12-05,46.23,235.4,60.11,0.296,3.398
2007-12-06,53.52,274.5,75.8,-1.722,3.757
2007-12-07,28.98,296.0,96.0,-3.231,5.415
2007-12-08,37.05,265.6,86.4,-7.47,4.223
2007-12-09,25.06,285.8,94.3,-5.743,5.735
2007-12-10,30.9,276.2,92.7,-8.31,5.065
2007-12-11,32.61,270.4,91.6,-9.67,1.913
2007-12-12,52.01,213.2,89.1,-11.39,1.481
2007-12-13,36.27,181.8,49.32,-7.01,2.036
2007-12-14,38.91,192.9,28.04,-1.931,5.485
2007-12-15,35.97,170.5,29.97,-8.97,5.211
2007-12-16,34.07,169.3,31.98,-10.71,2.817
2007-12-17,23.69,167.0,48.42,-10.81,5.127
2007-12-18,33.02,175.4,28.46,-6.315,2.22
2007-12-19,32.1,181.1,24.61,-4.368,3.167
2007-12-20,31.76,181.5,22.3,-3.317,2.901
2007-12-21,31.95,189.9,24.15,-2.0,4.497
2007-12-22,38.22,222.4,41.56,-4.76,2.036
2007-12-23,39.73,215.5,56.75,-4.208,1.687
2007-12-24,31.8,193.2,27.04,-2.464,2.959
2007-12-25,40.73,193.5,15.72,-1.381,2.956
2007-12-26,33.5,223.5,38.45,-5.062,2.385
2007-12-27,35.43,178.7,18.3,-4.568,2.384
2007-12-28,36.04,181.3,18.09,-2.755,3.097
2007-12-29,34.6,206.3,30.26,-4.389,3.217
2007-12-30,30.58,228.2,88.7,-8.99,2.553
2007-12-31,35.65,181.4,14.67,-4.168,2.326
2008-01-01,44.41,204.5,23.3,-2.933,2.65
2008-01-02,39.92,207.4,42.44,-4.626,2.89
2008-01-03,24.16,233.3,52.64,-5.021,8.74
2008-01-04,30.06,262.0,60.71,-3.349,12.11
2008-01-05,29.8,282.8,78.7,-3.641,5.227
2008-01-06,39.43,294.0,95.5,-3.167,6.777
2008-01-07,31.65,264.6,89.3,-3.762,4.912
2008-01-08,47.95,177.3,14.55,-2.337,3.311
2008-01-09,43.01,261.8,74.2,-3.09,4.727
2008-01-10,52.08,196.7,43.83,-2.884,3.408
2008-01-11,49.91,226.5,55.54,-2.674,4.287
2008-01-12,22.39,272.9,90.4,-8.7,2.395
2008-01-13,60.81,197.4,54.35,-4.766,1.876
2008-01-14,42.35,259.8,70.6,-5.632,2.101
2008-01-15,70.8,252.2,54.13,-4.296,2.562
2008-01-16,36.54,269.0,87.0,-6.557,3.837
2008-01-17,81.7,240.2,59.93,-5.488,3.396
2008-01-18,58.9,284.9,78.1,-1.742,4.698
2008-01-19,85.1,209.4,25.46,2.544,3.068
2008-01-20,87.5,201.0,11.08,4.222,3.904
2008-01-21,68.18,228.5,25.97,2.064,4.707
2008-01-22,37.85,251.1,81.2,-6.401,5.774
2008-01-23,97.7,208.6,23.95,-0.24,2.172
2008-01-24,97.6,221.2,32.34,1.37,2.973
2008-01-25,106.5,206.4,41.04,-1.727,2.799
2008-01-26,104.6,189.9,12.41,2.032,3.135
2008-01-27,39.72,213.0,13.31,1.672,3.415
2008-01-28,105.4,229.5,20.94,5.462,3.373
2008-01-29,109.8,229.7,34.86,2.399,2.934
2008-01-30,42.75,277.9,84.9,-4.916,2.38
2008-01-31,127.7,214.3,48.93,-6.609,2.679
2008-02-01,62.78,276.7,74.7,-4.835,5.734
2008-02-02,86.2,227.7,77.4,-8.92,3.711
2008-02-03,126.9,171.7,35.9,-6.736,4.82
2008-02-04,52.86,257.9,82.4,-8.37,4.852
2008-02-05,108.0,216.9,36.88,-4.33,3.263
2008-02-06,68.96,269.4,84.5,-4.345,4.818
2008-02-07,130.8,194.0,22.26,-2.657,2.73
2008-02-08,131.6,209.1,34.85,0.081,1.674
2008-02-09,134.3,204.0,33.44,0.252,2.092
2008-02-10,137.1,197.2,29.95,-0.695,2.027
2008-02-11,142.0,186.3,44.81,-4.118,1.728
2008-02-12,147.5,185.7,28.85,-4.376,2.676
2008-02-13,152.3,175.3,26.65,-5.674,3.003
2008-02-14,153.9,175.9,17.87,-4.127,2.535
2008-02-15,153.0,184.1,23.9,-3.553,2.189
2008-02-16,162.3,175.1,18.86,-2.836,3.055
2008-02-17,163.4,177.5,19.96,-3.671,2.539
2008-02-18,168.7,177.6,13.4,-1.623,2.807
2008-02-19,172.2,184.1,16.96,-1.453,3.702
2008-02-20,122.3,260.7,51.24,-2.792,2.104
2008-02-21,152.0,245.8,66.73,-2.194,2.165
2008-02-22,167.4,230.9,44.14,0.374,2.2
2008-02-23,170.5,228.0,39.09,3.908,3.17
2008-02-24,175.7,224.2,33.83,4.097,3.407
2008-02-25,152.5,224.3,51.54,0.186,2.677
2008-02-26,120.2,267.1,78.5,-1.794,2.946
2008-02-27,85.2,287.5,92.6,-2.615,2.538
2008-02-28,102.1,267.4,70.4,-1.002,2.443
2008-02-29,92.3,299.5,93.3,-1.564,4.315
2008-03-01,109.9,296.3,90.4,-2.484,7.32
2008-03-02,189.6,243.5,56.76,0.949,3.93
2008-03-03,121.9,253.6,58.77,-1.17,4.333
2008-03-04,139.6,257.1,90.3,-11.47,2.844
2008-03-05,216.1,238.2,87.7,-14.36,2.579
2008-03-06,213.3,180.5,35.15,-8.65,2.217
2008-03-07,156.4,233.4,45.95,-1.899,2.046
2008-03-08,172.4,230.1,86.9,-7.49,1.47
2008-03-09,169.8,234.3,80.5,-5.772,2.255
2008-03-10,96.4,273.3,87.5,-5.826,4.089
2008-03-11,98.3,282.7,93.1,-6.152,7.32
2008-03-12,70.5,295.8,96.2,-3.798,8.71
2008-03-13,128.9,261.1,57.36,-3.598,6.319
2008-03-14,208.4,235.0,47.38,-0.175,2.849
2008-03-15,191.5,239.5,34.08,2.245,4.095
2008-03-16,122.5,279.0,90.8,-5.645,5.471
2008-03-17,108.4,273.1,93.9,-6.111,3.375
2008-03-18,233.4,181.6,63.23,-7.96,2.282
2008-03-19,206.5,213.0,56.36,-9.67,2.565
2008-03-20,278.0,192.3,64.62,-12.26,2.484
2008-03-21,64.94,273.7,89.9,-9.07,5.947
2008-03-22,210.8,247.2,89.5,-12.26,3.126
2008-03-23,215.9,234.7,87.8,-13.28,2.483
2008-03-24,160.7,223.2,80.1,-14.83,4.738
2008-03-25,231.0,250.6,89.4,-11.99,5.718
2008-03-26,220.9,245.7,83.8,-8.41,2.559
2008-03-27,210.2,269.6,91.5,-9.05,2.966
2008-03-28,191.5,232.6,58.42,-6.504,2.588
2008-03-29,274.2,222.4,49.0,-3.359,3.518
2008-03-30,242.2,230.5,45.28,-0.477,3.871
2008-03-31,134.8,299.6,93.7,-5.003,1.278
2008-04-01,273.4,241.9,65.34,-4.126,1.724
2008-04-02,98.1,279.5,75.3,-4.658,2.727
2008-04-03,155.8,266.9,88.3,-7.05,2.907
2008-04-04,283.1,188.9,46.49,-5.645,3.637
2008-04-05,255.0,231.8,63.03,-4.725,3.066
2008-04-06,185.8,274.0,91.5,-7.17,5.711
2008-04-07,307.5,205.6,58.71,-9.4,4.34
2008-04-08,131.9,293.0,78.3,-1.948,4.124
2008-04-09,101.4,294.7,78.3,-0.196,6.216
2008-04-10,206.6,289.5,82.7,0.835,2.821
2008-04-11,136.3,298.6,91.3,-2.8,3.089
2008-04-12,262.0,252.3,83.4,-7.16,1.319
2008-04-13,286.1,204.6,62.85,-4.949,2.595
2008-04-14,152.1,269.9,91.4,-7.42,3.607
2008-04-15,218.4,250.2,89.6,-9.03,2.592
2008-04-16,285.9,184.8,42.93,-6.584,2.934
2008-04-17,205.6,263.6,69.66,-3.13,3.335
2008-04-18,218.0,255.4,73.2,-2.52,4.192
2008-04-19,318.9,240.6,69.99,-3.181,3.964
2008-04-20,221.1,262.4,60.61,-0.246,5.708
2008-04-21,142.0,301.0,91.9,-2.672,3.565
2008-04-22,155.0,296.5,88.7,-3.018,2.74
2008-04-23,293.0,261.8,82.2,-1.067,1.824
2008-04-24,294.9,253.9,79.1,-0.509,2.259
2008-04-25,261.2,243.0,64.22,-0.398,1.807
2008-04-26,325.9,227.5,49.1,2.659,1.711
2008-04-27,288.2,231.6,47.98,2.589,2.383
2008-04-28,145.2,296.6,84.7,0.668,3.708
2008-04-29,300.5,261.7,86.6,-3.051,2.616
2008-04-30,136.3,256.6,78.6,-3.445,3.518
2008-05-01,306.4,250.8,67.68,-3.111,3.182
2008-05-02,314.2,243.3,57.36,0.542,2.359
2008-05-03,303.4,249.3,43.29,3.594,2.238
2008-05-04,289.8,264.5,61.56,4.531,2.475
2008-05-05,330.9,249.8,69.8,3.876,2.144
2008-05-06,311.7,242.1,62.91,2.539,2.189
2008-05-07,302.2,241.8,62.41,3.014,2.396
2008-05-08,335.4,246.0,66.47,3.69,1.979
2008-05-09,307.1,239.9,53.59,3.708,2.019
2008-05-10,337.4,234.8,50.86,3.427,3.316
2008-05-11,254.0,249.6,62.86,2.186,2.23
2008-05-12,358.7,248.0,61.18,1.421,5.47
2008-05-13,314.2,256.3,54.38,2.328,2.425
2008-05-14,273.4,258.0,65.62,3.132,1.879
2008-05-15,193.3,291.2,78.5,1.96,2.463
2008-05-16,240.4,297.1,78.5,2.914,2.654
2008-05-17,171.0,309.1,91.0,1.55,2.202
2008-05-18,214.7,311.7,94.1,-0.011,1.451
2008-05-19,296.2,270.6,77.2,1.563,0.949
2008-05-20,149.9,320.1,93.1,1.314,0.753
2008-05-21,191.9,307.8,92.8,0.974,1.717
