profile_name,stake_year_setup,stake_number,day_start,month_start,year_start,x_lambert2e_start,y_lambert2e_start,altitude_start,day_end,month_end,year_end,x_lambert2e_end,y_lambert2e_end,altitude_end,annual_speed
Tacul,1996,18,15,9,1996,956803.85,109210.42,2242.32,17,9,1997,956786.92,109360.6,2227.33,150.31
Tacul,1996,17,15,9,1996,956816.99,109312.53,2231.86,17,9,1997,956808.86,109454.05,2219.26,140.98
Tacul,1996,16,15,9,1996,956824.98,109384.88,2225.89,17,9,1997,956822.12,109519.87,2213.73,134.28
Tacul,1996,14,15,9,1996,956896.65,109722.86,2200.88,17,9,1997,956921.91,109823.34,2193.66,103.04
Tacul,1996,13,15,9,1996,956929.87,109855.68,2191.65,17,9,1997,956960.85,109946.06,2183.35,95.02
Tacul,1996,12,15,9,1996,956977.9,109971.12,2183.28,17,9,1997,957012.18,110055.54,2176.49,90.62
Tacul,1996,11,15,9,1996,957032.54,110093.0,2174.11,17,9,1997,957068.11,110174.41,2167.83,88.36
Tacul,1996,10,15,9,1996,957061.48,110223.58,2166.55,17,9,1997,957095.76,110304.73,2160.99,87.61
Langue,1996,1,15,9,1996,957196.5,111185.97,2080.53,14,9,1997,957170.44,111271.38,2068.78,89.54
Langue,1996,3,15,9,1996,957014.61,111822.39,2024.35,14,9,1997,956977.65,111897.05,2017.21,83.54
Langue,1996,6,15,9,1996,955618.13,113142.99,1830.35,14,9,1997,955614.82,113206.0,1823.09,63.27
