profile_name,stake_year_setup,stake_number,day_start,month_start,year_start,x_lambert2e_start,y_lambert2e_start,altitude_start,day_end,month_end,year_end,x_lambert2e_end,y_lambert2e_end,altitude_end,annual_speed
Tacul,2016,1,30,9,2016,956886.57,109059.37,2206.99,5,9,2017,956874.35,109152.19,2192.41,100.5
Tacul,2016,2,30,9,2016,956881.87,109377.55,2169.99,5,9,2017,956878.81,109451.84,2159.31,79.82
Tacul,2016,3,30,9,2016,956890.0,109600.87,2149.81,5,9,2017,956897.24,109661.51,2140.95,65.56
Tacul,2016,4,30,9,2016,956959.27,109952.59,2120.53,5,9,2017,956976.81,109998.24,2112.46,52.5
Tacul,2016,5,30,9,2016,957039.71,110165.5,2103.17,5,9,2017,957059.11,110207.65,2094.85,49.81
Tacul,2016,6,30,9,2016,956991.06,110172.8,2104.82,5,9,2017,957010.79,110214.85,2097.14,49.86
Tacul,2016,7,30,9,2016,957001.54,110208.91,2103.0,5,9,2017,957020.79,110250.87,2095.71,49.56
Tacul,2016,8,30,9,2016,957051.96,110203.62,2100.96,5,9,2017,957071.23,110245.85,2093.28,49.83
Tacul,2016,9,30,9,2016,957090.46,110184.21,2101.34,5,9,2017,957109.58,110226.19,2094.23,49.52
Langue,2016,1,30,9,2016,957192.62,111238.05,1999.1,5,9,2017,957179.89,111279.09,1989.1,46.13
Langue,2016,2,30,9,2016,957065.41,111527.46,1968.0,5,9,2017,957053.42,111563.44,1960.03,40.71
Langue,2016,4,30,9,2016,956914.43,111955.77,1934.19,13,7,2017,956898.89,111979.69,1929.76,36.4
Langue,2016,5,30,9,2016,956699.14,112206.11,1905.67,5,9,2017,956675.15,112230.29,1897.74,36.57
