profile_name,stake_year_setup,stake_number,day_start,month_start,year_start,x_lambert2e_start,y_lambert2e_start,altitude_start,day_end,month_end,year_end,x_lambert2e_end,y_lambert2e_end,altitude_end,annual_speed
Tacul,1993,6,11,9,1993,957125.45,110346.13,2165.61,10,9,1994,957156.11,110424.95,2158.59,84.81
Tacul,1993,7,11,9,1993,957077.41,110235.72,2171.55,10,9,1994,957110.26,110312.1,2163.82,83.37
Tacul,1993,8,11,9,1993,957048.48,110199.4,2174.51,10,9,1994,957081.69,110275.35,2167.0,83.12
Tacul,1993,9,11,9,1993,957009.78,110091.47,2181.12,10,9,1994,957043.12,110168.75,2172.66,84.4
Tacul,1993,10,11,9,1993,956962.21,109991.11,2188.53,10,9,1994,956994.53,110070.07,2179.91,85.55
Tacul,1993,11,11,9,1993,956936.77,109848.75,2197.24,10,9,1994,956965.86,109933.42,2188.45,89.77
Tacul,1993,12,11,9,1993,956899.24,109706.18,2206.67,10,9,1994,956921.72,109800.28,2197.73,97.01
Tacul,1993,13,11,9,1993,956872.0,109556.5,2216.88,10,9,1994,956884.75,109663.56,2206.9,108.11
Tacul,1993,14,11,9,1993,956871.06,109380.6,2231.15,10,9,1994,956871.92,109504.59,2218.56,124.33
Tacul,1993,15,11,9,1993,956882.06,109165.98,2252.58,10,9,1994,956868.15,109306.16,2236.63,141.26
Tacul,1993,16,11,9,1993,956878.07,108941.51,2275.34,10,9,1994,956856.52,109096.24,2257.23,156.65
