profile_name,stake_year_setup,stake_number,day_start,month_start,year_start,x_lambert2e_start,y_lambert2e_start,altitude_start,day_end,month_end,year_end,x_lambert2e_end,y_lambert2e_end,altitude_end,annual_speed
Tacul,2004,1,9,9,2004,956892.71,109077.26,2247.53,1,9,2005,956878.98,109210.45,2228.89,136.9
Tacul,2004,2,9,9,2004,956876.51,109371.0,2215.78,1,9,2005,956875.23,109483.27,2201.2,114.79
Tacul,2004,3,9,9,2004,956884.21,109592.27,2196.68,1,9,2005,956896.64,109686.02,2185.38,96.69
Tacul,2004,4,9,9,2004,956969.08,109927.46,2170.63,1,9,2005,956996.66,109999.49,2161.57,78.86
Tacul,2004,5,9,9,2004,957055.9,110163.98,2154.49,1,9,2005,957085.89,110231.11,2145.8,75.17
Tacul,2004,6,9,9,2004,957019.02,110170.54,2154.5,1,9,2005,957048.9,110237.24,2146.49,74.72
Tacul,2004,7,9,9,2004,956995.54,110173.92,2154.95,1,9,2005,957025.83,110240.46,2146.95,74.75
Tacul,2004,8,9,9,2004,957046.69,110115.93,2156.93,1,9,2005,957076.94,110182.54,2148.53,74.8
Tacul,2004,10,9,9,2004,956982.44,110127.85,2157.5,1,9,2005,957012.37,110194.77,2149.04,74.95
Langue,2004,1,9,9,2004,957195.78,111220.6,2055.89,1,9,2005,957174.71,111288.98,2044.94,73.16
Langue,2004,7,9,9,2004,955627.46,113287.95,1784.35,1,9,2005,955628.39,113331.01,1775.48,44.04
Langue,2004,9,9,9,2004,955520.99,114017.99,1672.59,1,9,2005,955511.25,114049.55,1663.86,33.77
