profile_name,stake_year_setup,stake_number,day_start,month_start,year_start,x_lambert2e_start,y_lambert2e_start,altitude_start,day_end,month_end,year_end,x_lambert2e_end,y_lambert2e_end,altitude_end,annual_speed
Tacul,2015,1,8,9,2015,956887.96,109063.99,2207.99,30,9,2016,956875.32,109167.65,2192.6,98.49
Tacul,2015,2,8,9,2015,956877.89,109370.32,2173.97,30,9,2016,956873.99,109454.5,2162.49,79.48
Tacul,2015,3,8,9,2015,956890.22,109590.57,2153.15,30,9,2016,956898.9,109659.17,2144.21,65.22
Tacul,2015,4,8,9,2015,956955.61,109936.99,2126.14,30,9,2016,956975.88,109990.72,2117.68,54.16
Tacul,2015,5,8,9,2015,957037.24,110171.28,2107.71,30,9,2016,957060.09,110219.88,2099.05,50.65
Tacul,2015,6,8,9,2015,956975.27,110168.64,2110.91,30,9,2016,956998.22,110217.91,2103.21,51.26
Tacul,2015,7,8,9,2015,956986.78,110193.89,2108.08,30,9,2016,957008.4,110242.45,2100.88,50.13
Tacul,2015,8,8,9,2015,957039.23,110193.01,2105.23,30,9,2016,957061.06,110242.29,2097.5,50.83
Tacul,2015,9,8,9,2015,957073.85,110182.44,2105.45,30,9,2016,957096.58,110231.63,2097.39,51.11
Tacul,2015,10,8,9,2015,957074.14,110157.76,2107.47,30,9,2016,957096.21,110206.78,2100.04,50.7
Tacul,2016,10,7,9,2016,957073.1,110148.99,2103.82,30,9,2016,957074.43,110151.68,2102.78,47.62
Langue,2015,1,28,9,2015,957202.02,111209.9,2007.87,7,9,2016,957188.79,111251.57,1999.08,46.39
Langue,2015,2,28,9,2015,957062.29,111527.35,1973.0,30,9,2016,957048.74,111567.05,1965.17,41.72
Langue,2015,3,28,9,2015,957034.59,111709.45,1959.12,30,9,2016,957018.75,111745.48,1951.51,39.14
Langue,2015,4,28,9,2015,956912.16,111950.35,1939.98,30,9,2016,956891.45,111984.46,1931.71,39.69
Langue,2015,5,28,9,2015,956718.59,112203.28,1911.8,7,9,2016,956693.61,112229.12,1902.92,38.13
Langue,2015,6,28,9,2015,955630.23,113141.95,1742.89,16,7,2016,955628.99,113158.33,1738.84,20.6
Langue,2015,7,8,9,2015,955616.79,113295.9,1721.63,7,9,2016,955616.66,113313.53,1712.52,17.68
Langue,2016,3,7,9,2016,957033.61,111719.51,1955.02,30,9,2016,957032.51,111721.87,1954.07,41.32
