profile_name,stake_year_setup,stake_number,day_start,month_start,year_start,x_lambert2e_start,y_lambert2e_start,altitude_start,day_end,month_end,year_end,x_lambert2e_end,y_lambert2e_end,altitude_end,annual_speed
Tacul,2003,1,3,9,2003,956886.54,109062.71,2251.85,9,9,2004,956868.49,109208.75,2232.4,144.77
Tacul,2003,2,3,9,2003,956880.52,109387.0,2216.95,9,9,2004,956881.39,109509.05,2203.05,120.08
Tacul,2003,3,3,9,2003,956894.38,109590.1,2198.21,9,9,2004,956909.64,109693.84,2187.43,103.16
Tacul,2003,4,3,9,2003,956969.07,109940.56,2172.13,9,9,2004,957000.78,110020.45,2163.9,84.56
Tacul,2003,5,3,9,2003,957053.46,110179.96,2155.6,9,9,2004,957086.73,110255.02,2148.95,80.78
Langue,2003,1,3,9,2003,957191.07,111227.95,2057.21,9,9,2004,957167.7,111303.79,2045.88,78.08
Langue,2003,2,3,9,2003,957066.84,111519.75,2022.85,9,9,2004,957048.4,111583.07,2015.16,64.88
Langue,2003,5,3,9,2003,956718.7,112214.72,1964.08,9,9,2004,956668.1,112265.91,1955.86,70.81
Langue,2003,6,3,9,2003,955629.34,113130.0,1806.26,9,9,2004,955626.25,113183.36,1797.11,52.58
Langue,2003,7,3,9,2003,955599.21,113259.81,1793.87,9,9,2004,955600.53,113308.35,1785.23,47.77
Langue,2003,8,3,9,2003,955641.03,113849.35,1704.88,9,9,2004,955629.83,113887.17,1696.2,38.81
