profile_name,stake_year_setup,stake_number,day_start,month_start,year_start,x_lambert2e_start,y_lambert2e_start,altitude_start,day_end,month_end,year_end,x_lambert2e_end,y_lambert2e_end,altitude_end,annual_speed
Tacul,2012,2,6,9,2012,956881.01,109366.5,2185.74,14,9,2013,956878.67,109447.82,2174.17,79.61
Tacul,2012,4,6,9,2012,956950.87,109950.97,2139.38,14,9,2013,956971.32,110003.21,2130.97,54.9
Tacul,2012,6,6,9,2012,957031.53,110208.26,2119.42,14,9,2013,957054.39,110257.43,2111.38,53.06
Tacul,2012,5,6,9,2012,957066.29,110201.61,2119.11,14,9,2013,957088.44,110250.75,2111.33,52.75
Tacul,2012,10,6,9,2012,957073.53,110254.5,2116.64,14,9,2013,957095.21,110303.58,2108.99,52.5
Tacul,2012,9,6,9,2012,957044.18,110258.3,2116.98,14,9,2013,957066.31,110307.28,2109.48,52.59
Tacul,2012,8,6,9,2012,957002.41,110256.96,2119.25,14,9,2013,957024.36,110306.0,2111.45,52.58
Tacul,2012,7,6,9,2012,956996.17,110206.66,2120.66,14,9,2013,957018.39,110255.62,2112.81,52.61
Langue,2012,1,6,9,2012,957209.81,111216.19,2023.16,14,9,2013,957193.77,111267.03,2012.76,52.17
Langue,2012,2,6,9,2012,957080.3,111508.83,1989.69,14,9,2013,957064.88,111555.92,1980.91,48.49
Langue,2012,3,6,9,2012,957049.44,111670.58,1978.53,14,9,2013,957031.75,111715.15,1970.69,46.92
Langue,2012,4,6,9,2012,956934.43,111934.44,1958.17,14,9,2013,956909.38,111975.57,1949.9,47.12
Langue,2012,5,6,9,2012,956723.18,112185.33,1930.75,14,9,2013,956690.06,112218.68,1922.72,45.99
Langue,2012,7,6,9,2012,955616.29,113268.65,1744.64,14,9,2013,955615.86,113293.46,1736.14,24.28
