profile_name,stake_year_setup,stake_number,day_start,month_start,year_start,x_lambert2e_start,y_lambert2e_start,altitude_start,day_end,month_end,year_end,x_lambert2e_end,y_lambert2e_end,altitude_end,annual_speed
Tacul,1997,20,16,9,1998,956903.51,109092.21,2257.7,11,9,1999,956887.5,109234.56,2241.45,145.24
Tacul,1997,18,16,9,1998,956881.43,109478.92,2216.93,11,9,1999,956887.93,109590.78,2206.9,113.6
Tacul,1997,17,16,9,1998,956871.84,109624.82,2204.12,11,9,1999,956887.39,109722.57,2196.48,100.35
Tacul,1998,20,16,9,1998,956903.51,109092.21,2257.7,11,9,1999,956887.5,109234.56,2241.45,145.24
Tacul,1998,19,16,9,1998,956882.73,109356.25,2228.49,11,9,1999,956879.83,109479.46,2215.97,124.96
Tacul,1998,17,16,9,1998,956871.84,109624.82,2204.12,11,9,1999,956887.39,109722.57,2196.48,100.35
Tacul,1998,16,16,9,1998,956904.3,109774.81,2194.73,11,9,1999,956927.91,109859.69,2187.77,89.33
Langue,1998,1,16,9,1998,957106.94,111273.12,2057.43,13,9,1999,957086.19,111348.21,2048.0,78.55
Langue,1998,3,16,9,1998,957053.28,111747.94,2024.82,13,9,1999,957024.0,111813.97,2017.36,72.83
Langue,1998,5,16,9,1998,956777.12,112148.28,1988.7,13,9,1999,956728.58,112204.27,1979.6,74.72
Langue,1998,6,16,9,1998,955613.51,113265.38,1813.93,13,9,1999,955615.02,113318.7,1805.52,53.78
Langue,1998,8,16,9,1998,955578.25,113840.94,1726.19,13,9,1999,955564.53,113885.49,1714.71,47.0
