profile_name,stake_year_setup,stake_number,day_start,month_start,year_start,x_lambert2e_start,y_lambert2e_start,altitude_start,day_end,month_end,year_end,x_lambert2e_end,y_lambert2e_end,altitude_end,annual_speed
Tacul,2008,1,3,9,2008,956892.97,109049.96,2237.19,8,9,2009,956877.42,109169.02,2219.14,118.45
Tacul,2008,2,3,9,2008,956879.51,109365.36,2203.46,8,9,2009,956877.74,109465.87,2188.75,99.17
Tacul,2008,3,3,9,2008,956889.38,109600.66,2181.63,8,9,2009,956901.8,109682.7,2170.44,81.85
Tacul,2008,4,3,9,2008,956955.89,109944.68,2156.36,8,9,2009,956980.92,110008.51,2146.54,67.64
Tacul,2008,5,3,9,2008,957056.14,110170.79,2138.5,8,9,2009,957082.62,110230.94,2129.56,64.83
Tacul,2008,6,3,9,2008,957027.0,110172.34,2138.91,8,9,2009,957053.23,110231.1,2129.84,63.48
Tacul,2008,7,3,9,2008,956987.91,110177.89,2139.56,8,9,2009,957014.87,110237.54,2130.68,64.58
Tacul,2008,9,3,9,2008,957021.53,110148.3,2140.14,8,9,2009,957047.56,110208.02,2130.87,64.27
Langue,2008,2,3,9,2008,957068.82,111528.49,2005.35,8,9,2009,957050.17,111584.04,1996.02,57.81
Langue,2008,3,3,9,2008,957036.01,111714.21,1992.23,8,9,2009,957013.34,111766.93,1983.82,56.61
Langue,2008,4,3,9,2008,956920.11,111946.88,1975.55,8,9,2009,956889.46,111997.88,1965.8,58.7
Langue,2008,5,3,9,2008,956716.08,112213.85,1945.83,8,9,2009,956675.67,112254.95,1934.92,56.86
Langue,2008,9,3,9,2009,955655.59,113587.05,1729.46,8,9,2009,955654.7,113618.73,1718.53,2313.55
