profile_name,stake_year_setup,stake_number,day_start,month_start,year_start,x_lambert2e_start,y_lambert2e_start,altitude_start,day_end,month_end,year_end,x_lambert2e_end,y_lambert2e_end,altitude_end,annual_speed
Tacul,2017,1,28,9,2018,956881.66,109157.72,2188.03,10,7,2019,956874.07,109227.08,2180.16,89.36
Tacul,2017,2,28,9,2018,956871.09,109448.81,2156.45,10,7,2019,956870.81,109503.84,2151.62,70.48
Tacul,2018,1,28,9,2018,956892.75,109063.26,2200.67,17,10,2019,956880.56,109161.39,2184.24,93.99
Tacul,2018,2,28,9,2018,956875.58,109370.1,2164.28,17,10,2019,956871.75,109449.11,2152.44,75.19
Tacul,2018,3,28,9,2018,956882.43,109597.71,2142.28,17,10,2019,956889.17,109662.85,2132.21,62.25
Tacul,2018,4,28,9,2018,956957.48,109946.2,2113.24,17,10,2019,956976.57,109995.93,2104.49,50.63
Tacul,2018,5,28,9,2018,957056.35,110182.57,2092.37,17,10,2019,957076.8,110228.09,2084.36,47.43
Tacul,2018,6,28,9,2018,957080.93,110170.0,2092.6,17,10,2019,957101.53,110215.08,2084.93,47.11
Tacul,2018,7,28,9,2018,957074.44,110190.84,2091.87,17,10,2019,957094.52,110236.35,2084.26,47.28
Tacul,2019,1,12,9,2019,956893.16,109059.97,2198.23,17,10,2019,956891.92,109068.55,2196.3,90.41
Tacul,2019,2,12,9,2019,956881.89,109367.68,2161.04,17,10,2019,956881.34,109374.69,2159.54,73.33
Tacul,2019,3,12,9,2019,956888.23,109594.7,2138.88,17,10,2019,956888.67,109600.51,2137.54,60.76
Tacul,2019,4,12,9,2019,956958.53,109944.82,2109.74,17,10,2019,956959.88,109949.15,2108.54,47.3
Tacul,2019,5,12,9,2019,957056.51,110174.76,2089.4,17,10,2019,957058.08,110178.72,2088.3,44.42
Tacul,2019,6,12,9,2019,957087.9,110162.59,2089.17,17,10,2019,957089.48,110166.34,2088.12,42.44
Tacul,2019,7,12,9,2019,957077.6,110181.58,2088.54,17,10,2019,957079.23,110185.45,2087.42,43.79
Langue,2018,1,28,9,2018,957193.35,111243.35,1985.81,12,9,2019,957180.64,111282.24,1978.74,42.79
Langue,2018,2,28,9,2018,957077.11,111520.71,1956.13,12,9,2019,957066.12,111554.53,1950.26,37.19
Langue,2018,3,28,9,2018,957036.77,111722.96,1941.11,12,9,2019,957022.12,111753.38,1935.7,35.31
Langue,2018,7,28,9,2018,955618.79,113288.54,1700.05,12,9,2019,955617.5,113300.73,1694.26,12.82
Langue,2018,8,28,9,2018,955613.31,113410.11,1685.32,12,9,2019,955612.4,113420.34,1680.55,10.74
Langue,2019,1,30,8,2019,957191.49,111235.31,1984.27,12,9,2019,957190.85,111236.82,1983.59,46.05
Langue,2019,2,30,8,2019,957071.3,111528.68,1953.11,17,10,2019,957069.55,111533.41,1951.03,38.35
Langue,2019,3,30,8,2019,957047.66,111721.91,1939.51,17,10,2019,957045.77,111725.96,1937.49,33.99
Langue,2019,4,30,8,2019,956919.73,111948.38,1918.87,17,10,2019,956916.97,111952.38,1916.86,36.95
Langue,2019,5,30,8,2019,956728.17,112216.45,1888.72,17,10,2019,956724.92,112220.09,1886.39,37.11
Langue,2019,6,30,8,2019,955632.32,113142.81,1715.89,17,10,2019,955632.02,113145.38,1713.89,19.68
Langue,2019,7,30,8,2019,955622.26,113284.62,1697.4,12,9,2019,955622.34,113284.99,1696.82,10.63
